text,intent,satisfaction_score
"I've had a fever and cough for two days, what should I do This is urgent.",symptom_check,2.615
This is urgent. I need to book an appointment with my primary care doctor,book_appointment,0.611
Not happy with the delay. Please cancel my visit with Dr. Smith,cancel_appointment,3.638
I have a question about my medical bill No rush.,billing_query,5.009
Please cancel my visit with Dr. Smith I'm very worried.,cancel_appointment,2.514
Book an appointment for a physical exam Okay.,book_appointment,4.368
I need to book an appointment with my primary care doctor No rush.,book_appointment,3.339
I want to see a doctor about a routine visit Please respond ASAP.,book_appointment,0.000
Can you send me my blood test results This is urgent.,lab_results,0.563
Thank you! I need a refill for my blood pressure medication,prescription_refill,8.553
I'm experiencing chest pain and shortness of breath No rush.,symptom_check,4.877
Not happy with the delay. Have my lab results come in yet,lab_results,2.060
This is urgent. Please cancel my visit with Dr. Smith,cancel_appointment,0.616
Please cancel my visit with Dr. Smith Not happy with the delay.,cancel_appointment,2.767
Have my lab results come in yet This is urgent.,lab_results,2.291
Can you send me my blood test results Not happy with the delay.,lab_results,3.834
Okay. Cancel my scheduled appointment,cancel_appointment,4.673
"I've had a fever and cough for two days, what should I do Whenever possible.",symptom_check,4.067
Can you refill my prescription for insulin,prescription_refill,4.059
Please respond ASAP. Please cancel my visit with Dr. Smith,cancel_appointment,1.533
Cancel my scheduled appointment Much appreciated.,cancel_appointment,10.000
Cancel my scheduled appointment Not happy with the delay.,cancel_appointment,0.943
I'm very worried. Are my test results available,lab_results,1.451
Thank you! I want to know the outcome of my recent labs,lab_results,6.990
Can you send me my blood test results Okay.,lab_results,4.903
I'm very worried. Please process my prescription refill,prescription_refill,1.036
Why was I charged for that visit Okay.,billing_query,4.383
"Please explain this insurance charge That helps, thanks.",billing_query,8.892
Can you refill my prescription for insulin Thank you!,prescription_refill,6.891
I need help with a billing dispute Okay.,billing_query,5.931
🙂 Please explain this insurance charge,billing_query,9.309
"I need help with a billing dispute That helps, thanks.",billing_query,7.771
Please cancel my visit with Dr. Smith Not happy with the delay.,cancel_appointment,1.409
I need a refill for my blood pressure medication Thank you!,prescription_refill,10.000
No rush. I need to book an appointment with my primary care doctor,book_appointment,6.088
🙂 I'm experiencing chest pain and shortness of breath,symptom_check,7.826
Much appreciated. Cancel my scheduled appointment,cancel_appointment,7.758
"Book an appointment for a physical exam That helps, thanks.",book_appointment,9.635
This is urgent. Cancel my scheduled appointment,cancel_appointment,2.206
Cancel my scheduled appointment I'm very worried.,cancel_appointment,0.177
Please process my prescription refill,prescription_refill,4.369
"I'm experiencing chest pain and shortness of breath That helps, thanks.",symptom_check,8.151
I need to cancel my appointment tomorrow 🙂,cancel_appointment,9.746
Book an appointment for a physical exam No rush.,book_appointment,3.286
I want to know the outcome of my recent labs,lab_results,6.519
No rush. Why was I charged for that visit,billing_query,5.389
Not happy with the delay. Please cancel my visit with Dr. Smith,cancel_appointment,3.658
"I've had a fever and cough for two days, what should I do Not happy with the delay.",symptom_check,2.227
Are my test results available This is urgent.,lab_results,0.000
This is urgent. Have my lab results come in yet,lab_results,2.842
Are my test results available This is urgent.,lab_results,0.000
Can you send me my blood test results Thank you!,lab_results,9.624
Can I schedule a checkup for next week Not happy with the delay.,book_appointment,1.938
No rush. Why was I charged for that visit,billing_query,6.703
Thank you! Cancel my scheduled appointment,cancel_appointment,7.099
"Cancel my scheduled appointment That helps, thanks.",cancel_appointment,8.634
Please cancel my visit with Dr. Smith Okay.,cancel_appointment,5.674
I have a sore throat and swollen glands Okay.,symptom_check,3.735
Please respond ASAP. Please process my prescription refill,prescription_refill,2.593
"That helps, thanks. Please process my prescription refill",prescription_refill,8.993
I want to know the outcome of my recent labs Not happy with the delay.,lab_results,3.003
Book an appointment for a physical exam No rush.,book_appointment,5.410
Please cancel my visit with Dr. Smith No rush.,cancel_appointment,6.334
I need help with a billing dispute This is urgent.,billing_query,1.927
"My child has a rash and a fever, is this serious Okay.",symptom_check,4.730
I want to see a doctor about a routine visit,book_appointment,5.534
I want to know the outcome of my recent labs This is urgent.,lab_results,1.117
I have a question about my medical bill Whenever possible.,billing_query,5.805
This is urgent. I need to book an appointment with my primary care doctor,book_appointment,2.484
"I can't make my appointment, cancel it This is urgent.",cancel_appointment,3.074
Please respond ASAP. Please explain this insurance charge,billing_query,1.532
"I've had a fever and cough for two days, what should I do Not happy with the delay.",symptom_check,3.162
I need to book an appointment with my primary care doctor This is urgent.,book_appointment,1.452
Have my lab results come in yet Whenever possible.,lab_results,4.203
Not happy with the delay. I have a question about my medical bill,billing_query,1.647
Thank you! I'm experiencing chest pain and shortness of breath,symptom_check,7.464
"Not happy with the delay. I've had a fever and cough for two days, what should I do",symptom_check,1.406
🙂 Can you send me my blood test results,lab_results,8.511
"That helps, thanks. I have a question about my medical bill",billing_query,8.115
I'm very worried. Cancel my scheduled appointment,cancel_appointment,1.231
"Whenever possible. I can't make my appointment, cancel it",cancel_appointment,5.791
Why was I charged for that visit Not happy with the delay.,billing_query,0.000
Book an appointment for a physical exam Thank you!,book_appointment,7.972
"I have a sore throat and swollen glands That helps, thanks.",symptom_check,8.426
Not happy with the delay. Can you send me my blood test results,lab_results,2.115
Please process my prescription refill I'm very worried.,prescription_refill,2.177
Can I schedule a checkup for next week,book_appointment,3.884
I have a sore throat and swollen glands This is urgent.,symptom_check,2.769
Please process my prescription refill I'm very worried.,prescription_refill,2.366
Much appreciated. I have a sore throat and swollen glands,symptom_check,7.156
"I've had a fever and cough for two days, what should I do No rush.",symptom_check,4.298
Can you send me my blood test results 🙂,lab_results,7.931
Have my lab results come in yet Much appreciated.,lab_results,8.296
Okay. Cancel my scheduled appointment,cancel_appointment,6.724
I have a question about my medical bill Thank you!,billing_query,8.321
🙂 Have my lab results come in yet,lab_results,8.856
Whenever possible. Have my lab results come in yet,lab_results,4.848
Can you refill my prescription for insulin,prescription_refill,3.941
Please cancel my visit with Dr. Smith This is urgent.,cancel_appointment,3.859
Much appreciated. Please cancel my visit with Dr. Smith,cancel_appointment,7.382
"I have a sore throat and swollen glands That helps, thanks.",symptom_check,8.037
🙂 Why was I charged for that visit,billing_query,7.238
Whenever possible. I need a refill for my blood pressure medication,prescription_refill,5.243
